Year,Argentina,Developing Asia,Australia,Belgium,Brazil,Canada,Chile,China,Czech Republic,Germany,Developing Countries,Denmark,East Asia & Pacific developing,Europe & Central Asia developing,Spain,Estonia,Finland,France,United Kingdom,High Income Countries,"Hong Kong SAR, China",Hungary,High income: OECD,Indonesia,Israel,Italy,Jordan,Japan,"Korea, Rep.",Latin America & Caribbean developing,Low Income,Mexico,Middle Income Countries,Middle East & N. Africa developing,Malaysia,Netherlands,Norway,New Zealand,High Income: Non-OECD,Peru,Philippines,Poland,Russian Federation,South Asia developing,Singapore,Sub-Saharan Africa developing,Slovakia,Sweden,Thailand,Turkey,"Taiwan, China",Uganda,United States,World (WBG members)
2004M11,4861.278,NA,12149.43,29752.88,13204.41,36.23765,5057.372,NA,8345.123,98324.73,NA,8320.664,NA,NA,19954.6,781.9198,6302.995,44908.64,18120.11,594806.2,25662.67,5773.037,529796.2,7939.251,3959.933,43633.62,512.0179,50983.37,21391.98,36154.35,105.1635,20730.95,NA,512.0179,NA,34667.96,12075.08,2188.258,65010.04,2218.986,4238.158,9986.965,NA,NA,19351.73,105.1635,NA,13291.36,11766.48,6756.775,15134.36,105.1635,79785.81,768865.6
2004M12,4739.581,NA,12716.12,29721.16,15060.37,37.23859,5345.891,NA,6944.088,88687.42,NA,7994.111,NA,NA,17841.12,686.5863,6458.886,42720.8,17790.59,578939.9,25240.44,4954.945,513341.8,9070.325,4007.875,41418.68,644.3785,53667.51,22031.15,36898.51,108.8104,19110.86,NA,644.3785,NA,33514.63,10660.9,2148.589,65598.09,2727.279,3778.449,9133.542,NA,NA,21044.38,108.8104,NA,12956.43,11561.28,7298.232,14573.69,108.8104,81899.56,752637.4
2005M01,4488.51,NA,11075.77,28725.47,11940.18,36.67732,4755.209,67289.33,7025.892,89792.2,NA,7216.048,NA,NA,16942.01,696.1451,5342.627,39121.3,16623.51,540972.1,25961.73,4709.495,476211.1,8038.431,4066.733,34886.29,501.7549,43819.16,20463.36,31697.02,108.5429,17284.86,NA,501.7549,NA,32480.77,10970.31,1867.112,64760.88,2471.97,4056.279,8615.265,NA,NA,19295.47,108.5429,NA,11368.18,10756.34,5343.071,15015.17,108.5429,75607.92,698274.7
2005M02,4197.385,90494.87,11456.47,29710.51,12399.75,36.55638,4647.372,59011.75,7188.223,88301.65,145925.1,7541.339,90494.87,NA,18261.51,729.0775,5456.566,41506.9,16460.74,540484.8,18077.14,4878.409,489023.4,8169.355,3680.493,39127.89,491.3762,47531.19,18537.31,33139.58,110.9278,18603.6,145813.6,491.3762,NA,32191.03,10853.34,2210.075,51461.44,2136.241,3736.828,8537.19,NA,NA,17691.93,110.9278,NA,12233.14,10416.69,5883.397,11494.99,110.9278,77942.62,690633.6
2005M03,4888.181,118738.1,12408.78,30011.09,14579.68,36.05032,5790.397,81137.91,7983.028,96366.62,183073.5,7986.378,118738.1,NA,19113.39,814.8577,6020.463,46128.54,16338.09,611220.8,24033.21,5573.666,545654.8,8806.662,4280.386,44607.49,609.5948,56459.61,21757.92,37556.33,110.1435,20499.88,182968.7,609.5948,NA,36162.27,11968.98,2369.882,65565.99,2476.772,4066.572,9757.615,NA,NA,21336.85,110.1435,NA,13516.11,12707.85,6757.869,15307.74,110.1435,90198.97,796643.1
2005M04,5631.686,118669.9,13009.03,29373.7,14021.41,36.87964,5538.75,83955.59,7884.686,95299.91,181571.7,8109.039,118669.9,NA,20023.44,782.924,6004.91,43428.31,17847.44,596883.3,24544.55,5493.916,531531.3,7926.749,3260.142,41846.71,521.1754,53444.31,20958.6,36590.92,127.557,20303.02,181445.7,521.1754,NA,34291.55,13184.7,2341.546,65352.07,2266.492,3862.059,10035.36,NA,NA,19871.04,127.557,NA,13616.92,10913.25,6610.718,15304.8,127.557,85714.39,780373.1
2005M05,5767.623,116811.2,13256.69,29689.73,14671.21,38.21854,5132.821,80325.79,7945.683,94202.55,181701.9,7798.1,116811.2,NA,19419.72,835.8236,5833.322,42763.05,18623.85,593264.7,27476.67,5520.759,523246.1,8610.799,4089.717,44214.28,608.7941,47202.8,21681.19,38406.73,128.0035,21249.5,181575.4,608.7941,NA,32995.95,11237.61,2456.827,70018.6,2486.021,3928.683,9541.273,NA,NA,20673.02,128.0035,NA,12957.13,12121.84,6485.375,16101.29,128.0035,85804.92,776707.5
2005M06,5299.952,129913.8,12444.33,29640.28,15302.96,38.60028,5352.544,92179.33,8564.61,101459.9,196645.6,8377.413,129913.8,NA,20334.45,840.1105,5374.731,47099.7,19416.02,616325.3,26927.64,6067.264,548661,8248.745,3746.546,44290.42,616.1074,53705.66,22387.5,38948.05,123.975,21091.17,196526.2,616.1074,NA,35071.3,10225.58,2103.294,67664.37,2553.925,4035.184,10346.82,NA,NA,20733.26,123.975,NA,13999.97,12300.15,6551.533,14703.51,123.975,87769.71,813719.5
2005M07,5383.037,128008.9,12789.82,29511.92,16361.47,37.3225,5214.514,89586.93,7119.983,95007.38,192774,7511.594,128008.9,NA,18113.42,788.4372,5166.923,41903.4,19280.88,588261.4,28124.17,5118.638,518610.3,8428.925,3672.015,47320,582.6649,53343.84,21939.04,37828.53,113.2351,18672.58,192667,582.6649,NA,32619.62,10358.48,1933.542,69651.06,2794.478,4563.422,9445.392,NA,NA,20844.76,113.2351,NA,11269.44,12472.03,6218.099,15299.09,113.2351,79140.66,781066.3
2005M08,5654.185,131514.5,12464.89,30743.71,16672.64,37.65155,4951.66,91843.37,7758.402,93180.83,200375.8,7901.339,131514.5,NA,13773.62,865.6179,5685.646,34458.07,19144.22,570066.6,29229.49,5100.332,496982.3,8531.649,3756.089,30976.54,616.9208,50585.47,21966.25,41133.52,115.8697,21890.51,200266.8,616.9208,NA,32368.74,10949.72,1937.733,73084.31,2570.361,4540.173,9427.625,NA,NA,22439.62,115.8697,NA,12106.72,13286.91,6026.695,15761.01,115.8697,86837.54,768648.1
2005M09,5077.388,137062.8,12310.55,29545.35,15508.4,37.0243,4989.577,96497.52,8841.008,101752.4,204647.8,8691.386,137062.8,NA,19210.19,946.6956,6436.061,47419.87,19500.52,624118.2,29867.68,6501.712,551251.2,8543.686,4407.539,42621.14,559.5273,57301.36,23046.59,38466.3,123.61,20439.41,204530.1,559.5273,NA,36441.12,11007.85,1950.016,72866.96,2518.496,4568.269,10872.44,NA,NA,21809.7,123.61,NA,13988.53,13579.31,7297.993,16112.19,123.61,83427.95,828782.1
2005M10,4935.626,131300.9,13086.63,29777.23,14318.86,38.19619,4796.749,92807.86,8789.419,100478,198798.8,8419.293,131300.9,NA,18333.74,985.6847,6451.492,45987.13,20463.62,630517.4,30302.3,6032.984,554392.7,8967.613,3120.732,43698.92,511.4638,56296.75,24047.13,38651.54,135.7945,21897.1,198665.5,511.4638,NA,35753.99,12368.67,2044.314,76124.61,2435.581,3894.808,11510.72,NA,NA,22926.26,135.7945,NA,13697.84,12339.79,7479.01,17960.42,135.7945,88209.19,830401.4
2005M11,4726.724,136307.5,12307.7,29548.69,15479.7,38.37109,5406.939,97981.94,9443.495,104880.6,205660.1,8879.976,136307.5,NA,20797.38,997.3243,6764.622,47167.2,21553.05,640649.8,28472.21,6628.098,567470.4,7971.142,4403.554,44855.69,446.3398,55537.89,24988.11,40768.36,135.1226,22770.19,205528.6,446.3398,NA,37146.98,10860.98,2131.075,73179.44,2518.472,3788.323,11437.26,NA,NA,22608.28,135.1226,NA,13924.39,12768.47,6615.614,17372.23,135.1226,87766.62,846919.5
2005M12,5238.104,143368.9,14219.65,29439.51,15499.32,38.32478,5619.394,103202.8,7869.034,97838.27,214757.2,8192.032,143368.9,NA,18185.89,866.874,6314.664,45470.73,22194.98,625980,26897.01,5653.771,552011.4,9456.631,3970.05,40767.02,622.5424,59483.22,24892.5,40358.52,130.6388,21700.33,214632.6,622.5424,NA,35076.43,11542.94,2217.283,73968.53,3158.866,4013.483,10086.16,NA,NA,24389.34,130.6388,NA,13089.45,12183.61,8047.852,17444.07,130.6388,88978.99,839475.9
2006M01,4578.232,121089.9,10861.1,29651.28,13257.17,37.62923,4932.076,83673.28,8562.822,100119.4,182543.3,7911.083,121089.9,NA,19054.32,857.1402,5963.468,44445.14,22791,597189.7,27145.02,5660.181,528534.5,9640.533,3853.38,37444.77,501.4619,47957.37,22254.55,36424.66,118.0799,20985.99,182428.8,501.4619,NA,35953.65,12325.83,1840.166,68655.12,2181.505,4107.44,10407.15,18446.46,NA,20767.72,118.0799,NA,12949.8,11411.45,5436.495,16164.15,118.0799,82697.08,781533.9
2006M02,4419.83,105462.2,12097.99,29421.75,12300.26,37.7751,4984.085,69477.9,8401.521,102225.1,167882.3,7992.267,105462.2,25704.82,19532.95,982.4569,5843.127,45731.74,23688.36,608834.2,21916.36,5635.409,546662.7,9131.241,3793.293,41317.37,564.6341,55310.18,22925.04,34963.37,105.8794,20481.97,167780,564.6341,NA,35424,10263.06,2127.868,62171.54,2181.14,4111.931,10512.79,19263.31,NA,20940.73,105.8794,NA,12903.1,12065.79,6441.512,14894.62,105.8794,85507.17,779506.1
2006M03,5192.666,143770.6,12446.52,29364.61,15843.74,38.43181,6296.927,101027.7,9819.609,111632.8,216108.2,9315.153,143770.6,29832.65,21743.76,1087.13,6981.814,53791.88,24224.11,697926.8,27600.63,6917.699,623681.9,9155.334,4457.703,49074.64,564.9758,64693.11,26005.62,41256.13,102.9226,22869.74,216012.4,564.9758,NA,41903.38,12085.7,2441.413,74244.92,2542.655,5023.942,12283.47,21984.6,NA,24364.41,102.9226,NA,16281.61,14010.58,7848.042,17087.22,102.9226,100789.9,915994.6
2006M04,5566.86,137854.5,12648.44,29631.39,13511.27,39.46661,5521.843,98728.37,8450.618,100854.3,204124.7,7718.465,137854.5,28077.83,18440.08,984.7183,7328.88,45421.34,25395.22,627563.4,26759.62,5885.577,555811.2,9099.824,3312.011,39369.29,553.2928,57890.48,24519.2,37190.38,108.125,21262.43,204022.5,553.2928,NA,35406.4,10414.23,2224.675,71752.19,2416.682,4571.687,10532.04,21362.79,NA,21637.6,108.125,NA,13020.18,11500.47,6715.039,17788.1,108.125,90798.01,832937
2006M05,5883.196,136082.3,12980.94,29383.89,13932.19,38.37528,4834.575,94910.25,9521.503,104642.7,210170.6,8526.058,136082.3,32030.71,21625.9,1071.217,6818.503,48197.06,24153.84,658786.7,27322.32,6713.819,584666.3,9460.33,4814.696,47776.95,587.5734,54952.28,26530.04,40413.69,112.9714,24128.96,210063.6,587.5734,NA,37342.58,10727.35,2700.345,74120.39,2352.535,4512.508,11704.9,24336.01,NA,23318.4,112.9714,NA,14521.33,13424.42,7694.699,17596.47,112.9714,95082.96,870483.5
2006M06,5359.583,148970.9,13520.52,30110.48,15143.47,38.49115,6154.945,105962.3,9587.625,105840.3,223420.9,9122.549,148970.9,32578.66,21283.31,1090.109,6967.006,51747,23271.36,673439.3,28439.04,6759.245,598416.3,9754.682,4180.406,46646.76,572.4344,59421.99,26518.36,40605.97,126.3442,22952.07,223300.4,572.4344,NA,38725.65,10998.53,2150.905,75023,2510.427,4697.905,12319.78,23056.98,NA,24438.49,126.3442,NA,14559.94,13476.55,9521.683,16785.88,126.3442,97396.43,897971.5
2006M07,5225.847,146395.7,13276.32,29661.8,17716.97,37.29295,5261.661,102997.2,8360.565,104855.8,221467,7959.699,146395.7,31926.03,18281.59,906.0013,6020.362,45106.04,19221.38,631388.4,30766.18,6148.911,554081.2,10073.17,3756.109,46494.55,850.3897,59049.75,24346.87,41467.17,137.2595,20903.37,221334.6,850.3897,NA,34511.94,10477.57,2186.072,77307.08,2846.832,4802.641,10711.82,23600.11,NA,23296.57,137.2595,NA,11619.9,13703.89,8325.918,18018.48,137.2595,85824.95,853269.3
2006M08,5752.968,163642.7,13322.49,31461.92,17572.62,36.33178,5473.074,117708.4,8649.175,99727.09,242274.7,8542.986,163642.7,33786.43,14991.93,1050.603,6766.205,36584.02,17922.15,617098.8,31662.4,6071.951,537379.8,9821.19,3816.72,32963.69,649.3272,57052.57,25556.11,43663.63,130.7548,23698.63,242150.7,649.3272,NA,35554.36,10973.18,2022.913,79718.93,2392.382,4995.843,11204.95,26199.25,NA,24642.41,130.7548,NA,12615.57,14552.71,7587.174,17661.16,130.7548,95015.66,858426.7
2006M09,5436.111,164466.9,12800.48,30324.15,16041.11,36.73683,5326.072,118177.7,9785.862,114297.3,238917.8,8788.352,164466.9,33159.89,19280.59,1050.746,7146.743,48385.64,17659.2,673343.8,30761.46,7346.04,593759.9,9974.269,4122.303,44269.18,586.3624,62934.87,27715.05,40488.78,132.5546,21783.53,238791.7,586.3624,NA,38832.33,9839.714,2143.388,79583.86,2664.15,4676.78,12677.18,24360.38,NA,25213.72,132.5546,NA,14394.07,14990.14,8799.519,18172.56,132.5546,94599.3,912559.9
2006M10,5626.376,158278.9,13324.15,29864.96,16215.08,37.78215,4847.706,113764.5,10843.86,120448.3,235729.5,9416.274,158278.9,32674.36,20343.6,1035.543,7285.016,50415.21,18973.02,695283.8,32200.42,7423.225,614599.2,10109.44,3820.712,48177.04,562.1152,60655.21,26506.12,43585.5,142.1422,24848.67,235592.8,562.1152,NA,39914.09,11297.12,2065.28,80684.5,2521.753,4125.246,13672.38,24692.12,NA,24651.83,142.1422,NA,14910.91,14258.16,7982.242,18205.87,142.1422,99316.92,931895.6
2006M11,5453.075,169266.5,12866.3,29686.85,15365.51,38.05711,4546.046,122801.9,10937.52,122468.9,245121,9694.082,169266.5,34675.77,20999.52,1041.092,7536.749,50100.81,18783.32,699672.4,31989.5,7892.214,619028.2,10675,4109.979,47876.58,620.9699,61500.85,29098.77,40387.76,138.0792,22376.77,244989.3,620.9699,NA,41155.54,11715.76,2125.528,80644.16,2645.478,3864.573,12656.57,24943.96,NA,25273.85,138.0792,NA,14979.83,14791.2,9731.811,17927.74,138.0792,97212.51,945267.6
2006M12,5570.371,166944.7,13745.54,29761.61,15658.2,38.08012,6362.769,121340.1,8865.037,105882.7,245466.2,8555.958,166944.7,37275.88,18456.82,994.4534,6740.352,44659.09,18286.4,656137.8,29933.33,6502.76,578191.4,11334.7,3828.655,44084.08,662.4531,64461.16,27360.69,40151.22,140.831,21369.71,245331.6,662.4531,NA,37450.84,11488.17,2305.428,77946.36,3123.311,3573.619,10215.23,28089.03,NA,24379.69,140.831,NA,13899.42,13797.52,9186.843,18062.96,140.831,94241.7,901232.4
2007M01,4366.705,143336,11751.21,30566.95,14145.09,37.65137,5758.925,101936.2,9841.297,110958.5,206539.5,8621.794,143336,25647.55,19737.22,940.0757,6560.973,45312.94,17759.89,647354.5,28843.07,6793.185,569991.9,9887.611,4065.319,40930.81,555.8789,54347.37,27157.88,36883.64,161.5756,20619.63,206379.9,555.8789,NA,38876.27,11970.39,1935.338,77362.49,2118.916,4316.003,11651.49,18756.63,NA,25758.07,161.5756,NA,13483.53,12687.15,6890.923,18394.64,161.5756,90928.54,855392.8
2007M02,4589.251,138536.3,12202.87,30668.92,13121.61,37.50256,5422.742,97070.59,9913.852,111025.1,203265.2,7951.827,138536.3,27367.66,20651.82,939.5324,6558.524,46192.6,17775.42,636920.6,23806.09,7034.628,573483.8,9733.342,3679.449,44781.71,500.7208,58574.44,25486.45,36488.53,160.6373,21091.25,203106.4,500.7208,NA,37791.76,10740.66,2187.003,63436.84,2275.67,4156.431,11715.11,19528.36,NA,21114.25,160.6373,NA,13347.32,13552.72,7839.296,13927.25,160.6373,88800.02,841657.5
2007M03,5323.726,144189.5,12788.07,30820.74,16329.34,38.10554,6205.731,98410.35,11168.1,119866.3,218382.9,9785.998,144189.5,30845.01,23260.93,1006.109,7822.847,52419.25,17707.62,725315.9,28727.94,7905.561,646718.6,10511.17,4589.785,50932.92,570.8059,69669.59,29455.3,41921.06,158.7095,23135.19,218227.2,570.8059,NA,43336.27,12334.32,2530.982,78597.35,2456.529,5098.619,13214.48,21717.55,NA,26318.4,158.7095,NA,15192.62,15573.89,9127.463,18227.27,158.7095,104661.9,946060.1
2007M04,5564.33,156764.6,12815.91,29656.12,15604.47,39.54032,6200.347,113518.6,10130.01,112283.6,228691.5,8081.233,156764.6,31110.53,19482.91,984.7533,7897.899,46922.54,18123.07,664851.7,29491.88,7001.077,586972.7,9902.914,3712.731,42463.1,552.3655,60625.13,28563.97,39977.53,139.6806,22071.44,228557,552.3655,NA,37619.8,10978.6,2484.583,77878.9,2301.622,4602.12,12158.74,23101.15,NA,24686.82,139.6806,NA,13526.42,12872.64,8009.38,18135.88,139.6806,95216.16,894215.3
2007M05,6262.334,159589.1,13384.65,29556.87,16824.55,39.22385,6307.954,113529.8,10460.67,112415.3,237769.3,8578.273,159589.1,33088.1,22334.95,1100.641,7512.889,46660.17,18259.67,687367.2,30007.21,7701.352,608549,10247.75,5370.978,49047.29,582.9265,59219.42,29464.46,43876.05,136.5214,24778.97,237638.8,582.9265,NA,39591.99,10753.95,2583.29,78818.18,2272.532,4602.065,12585.77,24584.74,NA,24675.53,136.5214,NA,14533.48,15055.22,8503.365,17873.11,136.5214,101081.1,925761.6
2007M06,5778.519,165495.4,12825.78,29976.28,16038.47,39.0564,5841.951,118838.2,10752.89,116385.1,239067.2,9470.274,165495.4,30759.71,21885.47,1014.891,7149.585,51114.46,18222.53,705670,31048.73,8010.41,624740.2,10139.61,4559.385,49597.46,562.6912,64821.55,30348.79,42124.83,134.864,23393.41,238938.6,562.6912,NA,41180.7,10560.39,2151.167,80929.71,2692.943,4610.824,12745.37,22513.42,NA,25809,134.864,NA,14230.21,15154.74,8246.286,18293.46,134.864,101851.8,945642.3
2007M07,5855.428,172598.9,14026.86,30569.73,16936.35,37.12445,5487.554,125446.9,9996.673,115750.8,248667.9,8532.907,172598.9,32781.35,21139.79,918.1003,6831.517,48955.76,17006.61,689640.3,32838.67,7438.587,605154.9,10591.64,4874.19,52218.44,585.5538,63047.96,28312.66,42625.47,133.6726,22825.99,248541.3,585.5538,NA,39000.54,10429.5,2151.536,84485.39,2863.128,4851.57,12068.65,25022.08,NA,26604.43,133.6726,NA,12112.72,14237.64,7759.272,19186.87,133.6726,94241.96,938406.1
2007M08,6095.536,183489,13591.93,31570.3,17790.69,37.09102,5597.88,133340.6,9912.818,110616.1,263551.9,8792.958,183489,34166.88,16038.09,950.9806,7003.93,38654.48,17277.75,665810.2,33350.99,7238.245,580649.9,10372.9,4311.564,34858.64,601.4273,64877.83,29239.07,45267.68,143.9384,24886.55,263415.2,601.4273,NA,38612.95,10658.15,1968.26,85160.24,2590.438,4565.803,12140.1,26265.41,NA,26450.14,143.9384,NA,13051.4,16636.25,7901.474,19263.58,143.9384,103644.9,928227.8
2007M09,5781.381,178552.6,12907.1,31325.21,16616.61,37.42168,5293.278,129647.9,10911.39,116321.7,253431.2,9241.243,178552.6,31974.1,19562.41,900.1065,7155.3,47676.06,17167.6,695732.7,32621.19,8176.094,611095.2,10216.8,4277.371,44173.65,570.6126,67543.77,27450.62,42500.57,159.4637,23097.42,253277.1,570.6126,NA,40856.18,10856.3,2099.638,84637.43,2786.545,4609.317,13008.5,24224.01,NA,26301.66,159.4637,NA,13963.57,16004.72,7750.093,19933.2,159.4637,100186,949128.3
2007M10,6350.412,174067.8,13408.54,29780.5,17956.87,37.3085,5789.534,124343.3,12594.57,126376.6,262554.6,9768.686,174067.8,40784.35,22869.96,1077.892,7582.905,53691.38,18034.94,753708.5,34491.22,8786.112,664650,10653.48,4752.745,51689.38,545.9057,69417.49,32061.52,46212.04,177.838,25428,262381.4,545.9057,NA,44065.61,12003.64,2463.467,89058.45,2827.165,4250.135,15010.04,32991.56,NA,27898.08,177.838,NA,15639.22,17201.04,7792.79,20318.74,177.838,107742.8,1016852
2007M11,5914.524,182520.3,13531.27,31297.94,15785.1,36.96172,5316.328,133598.1,12504.06,124842.7,265916.6,10010.34,182520.3,40931.09,22594.99,1087.71,7830.785,48997.15,17860.01,737735.2,33143.52,8728.709,653154.9,9893.229,5170.516,48840.48,605.743,68874.76,32836.24,41523.18,189.6722,23263.15,265730.9,605.743,NA,45041.11,11568.31,2406.771,84580.23,2474.92,3485.588,14406.3,32360.99,NA,26024.97,189.6722,NA,15712.71,17068,8570.102,19497.22,189.6722,103653.7,1003761
2007M12,6041.758,178677.8,14331.65,29714.61,15617.67,37.27816,5598.246,130426.8,9492.486,104424.8,259562.3,8089.516,178677.8,38894.27,18027.38,847.7132,6545.037,43611.09,18156.77,672385,31506.56,7135.767,588682.3,10781.83,4547.765,39996.14,647.8607,70349.66,30580.39,41068.62,183.1264,22266.29,259383.2,647.8607,NA,38786.81,11496.83,2582.665,83702.69,3184.661,3905.73,9656.508,31724.32,NA,25239.84,183.1264,NA,13464.18,15477.02,7169.954,20914.53,183.1264,101204.4,931146.8
2008M01,5687.842,159583.4,12497.97,30674.27,14172.8,36.08167,5668.616,112642.8,11413.9,118393.9,228859.1,9463.95,159583.4,30590.64,21122.15,920.6138,6935.258,48932.81,17785.22,700901.5,32568.24,8171.744,614038.6,10922.52,4301.784,43166.37,581.1766,62194.8,29678.55,38054.5,176.1462,21211,228685.4,581.1766,NA,42150.05,11844.82,2106.391,86862.84,2670.699,3859.716,13074.01,22855.9,NA,28779.7,176.1462,NA,14823.55,16004.67,7734.737,19827.06,176.1462,98677.1,931109.4
2008M02,4968.455,126743.1,12703.57,30572.16,13619.86,35.72604,5463.796,85291.13,11719.12,118106.7,195914.1,9404.157,126743.1,29961,22325.47,966.4911,7282.126,50760.21,17862.56,702076,24920.25,8582.229,631688.1,10128.82,4050.905,47137.66,605.5801,67302.24,28392.52,37549.16,164.9169,21425.79,195750.2,605.5801,NA,41889,11571.36,2551.995,70387.93,2503.515,3855.206,13840.77,21853.6,NA,24692.35,164.9169,NA,15368.32,14638.53,8107.393,15806.88,164.9169,103794.1,901085.5
2008M03,4680.022,154713.6,13894.35,30386.13,13095.84,35.57812,6054.075,107546.6,11579.65,116956.5,225728.4,8735.766,154713.6,31647.73,20789.26,962.3178,7279.105,49003.59,17613.88,725508.3,30111.3,8552.587,642376.3,10976.64,4353.715,46189.71,594.0987,76464.01,32065.7,38463.42,162.6435,22676.8,225569,594.0987,NA,42437.21,11497.22,2343.804,83131.97,2690.774,4082.665,12429.55,23290.5,NA,27030.6,162.6435,NA,14593.66,16446.99,8357.234,21310.05,162.6435,108153.9,953217.2
2008M04,5617.629,159375.8,13598.92,30249.4,14207.67,37.88171,5758.496,113823,12176.11,125169.6,233209.5,9914.209,159375.8,32212.46,24144.3,1109.369,8366.56,51578.38,18509,742012.6,32734.32,8833.242,655681.9,9750.013,3435.155,48265.33,538.7223,66895.68,33061.74,40728.74,154.8388,23972.35,233059,538.7223,NA,42888.74,11752.91,2561.256,86330.62,2548.725,4548.824,14694.51,23715.61,NA,28277.69,154.8388,NA,16086.75,15121.32,8496.85,19700.98,154.8388,106589.3,977124.9
2008M05,5963.139,169123.3,14462.86,29419.72,18630.13,37.53273,5823.932,119737.1,11319.73,111790,247212,9510.51,169123.3,33235.33,22419.09,1039.875,7548.116,44799.64,18629.63,709447.9,31785.47,8203.077,624869.6,11026.37,4134.238,46465.92,633.1289,64931.28,33674.75,43870.97,156.4883,22445.27,247060.7,633.1289,NA,40028.95,11189.42,2453.201,84578.26,2795.579,4591.96,13108.59,24378.87,NA,26524.25,156.4883,NA,14947.75,16648.55,8856.46,20305.39,156.4883,108926.9,957210.6
2008M06,5111.461,162418.5,14295.79,30010.02,16866.96,36.95749,5685.833,113345.9,12007.27,121967.5,237487.7,9477.878,162418.5,32504.01,20574.18,967.2805,7511.572,49751.83,18535.32,724534.3,29515.63,8573.776,642277.6,10369.65,4085.058,45177.08,540.2955,66330.51,31351.59,41678.47,155.9127,22097.41,237336.4,540.2955,NA,41939.48,10783.73,2303.916,82256.7,2714.095,5007.545,14218.59,24424.03,NA,27028.14,155.9127,NA,14901.32,17254.81,8079.979,20601.46,155.9127,111786.2,963368.6
2008M07,6316.347,183560.1,14387.64,29897.6,17694.91,35.82377,6016.124,132331.8,11505.07,119582.3,260456,9057.34,183560.1,33441.37,23301.86,975.7942,7092.617,50472.68,18040.42,737001.6,34803,7967.974,648200.5,9932.53,4354.721,52661.87,524.3409,69975.83,34015.98,43111.41,159.8073,22532.28,260302,524.3409,NA,40923.02,10913.07,2141.073,88801.07,2884.218,4870.233,13370.31,25270.34,NA,28531.17,159.8073,NA,13515.35,17844.93,8171.029,19150.56,159.8073,107991,997839
2008M08,6662.489,182562.7,14475.97,31237.05,16673.29,36.29093,5498.872,132630.2,9431.896,104200.3,256654.8,8482.405,182562.7,32473.87,15595.21,994.9135,6629.345,35389.86,18973.53,662835.3,32502.38,6937.768,574617.1,9991.139,3548.384,29692.44,550.403,64737.35,31707.46,41421.42,152.677,21778.55,256508.3,550.403,NA,37589.23,10495.54,2137.64,88218.06,2969.571,4782.136,12936.41,25321.03,NA,27314.7,152.677,NA,12275.34,16679.53,7152.843,21738.49,152.677,111609.4,918660.2
2008M09,6403.249,185184.9,14460.44,30909.1,17263.2,35.55212,5135.935,134215.6,11993.94,119985.4,263453.6,10079.4,185184.9,35194.69,21425.79,1095.966,7419.122,49207.1,19707.44,726809.6,32230.04,8892.79,640504.7,10567.01,4170.746,44297.66,445.5304,69749.34,33619.61,42767.69,156.4625,22638.31,263303.5,445.5304,NA,43457.98,10040.56,1875.02,86304.86,2866.171,4750.982,15317.63,26245.92,NA,28433.69,156.4625,NA,15118.12,16906.18,8948.767,19237.89,156.4625,102505,990293.9
2008M10,6072.251,172115,14736.68,30436.56,16271.46,33.97153,5492.621,124742.6,11785.86,124371.5,256568.4,9811.989,172115,39251.12,22104.32,1193.227,7585.639,50118.08,21066.74,753612.9,36094.52,8779.366,665309,9557.981,3142.726,47321.64,470.4644,70747.75,36041.23,44028.07,158.556,24917.82,256415.6,470.4644,NA,44159.19,11943.27,2246.238,88303.87,2838.799,3987.662,17096.75,30123.02,NA,26976.54,158.556,NA,15305.2,16404.62,9128.096,19160.56,158.556,109783.3,1011082
2008M11,5117.471,156577,13275.22,31986.29,14136.08,33.79473,4809.178,114082.1,10453.72,107772.9,234505.5,8333.477,156577,36811.81,19126.69,895.5071,6449.729,44028.49,22672.63,663143.9,30166.35,8146.878,587217.6,10175.01,3823.638,39295.39,423.7088,56951.56,30685.16,39940.91,179.1581,22890.6,234329,423.7088,NA,39465.57,11492.19,2140.611,75926.24,2914.238,3492.377,13631.22,26463.95,NA,24423.24,179.1581,NA,12771.88,12978.1,10347.86,16219.18,179.1581,98971.35,897984.7
2008M12,4578.749,154135.7,13273.6,31669.23,14413.5,32.80661,6197.2,112153.8,8237.384,95388.73,233140.6,7675.581,154135.7,38290.32,16284.65,788.0435,5779.34,43916.4,22372.56,613056.8,26988.51,6115.021,545898.5,10680.47,3600.93,37173.32,394.5733,53674.1,29335.28,39390.65,204.9147,22018.63,232936.3,394.5733,NA,36895.04,11422.55,2337.358,67158.34,2958.527,2699.512,9858.76,30043.47,NA,22017.52,204.9147,NA,11635.89,12999.69,8246.856,13573.57,204.9147,92230.43,845651.8
2009M01,4192.905,121367.9,11125.56,31651.2,10824.54,30.18494,5176.033,85822.5,8227.263,90816.26,183366.6,7508.153,121367.9,29774.95,15909.06,663.7613,4765.054,38481.45,21413.08,550884.7,24738.19,5818.043,489877.5,8874.849,3501.085,30198.59,355.6234,39260.4,23535.77,31075.83,236.4829,17844.77,183124.8,355.6234,NA,35576.55,11129.39,2035.846,61007.22,2406.511,2724.691,11477.57,20663.99,NA,19568.96,236.4829,3.794875,10674.82,11660.55,9110.963,12507.17,236.4829,80898.61,735128.7
