Year,Afghanistan,Angola,Albania,United Arab Emirates,Argenti0,Armenia,Developing Asia,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burki0 Faso,Bangladesh,Bulgaria,Bahrain,Bahamas,Bosnia and Herzegovi0,Belarus,Belize,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswa0,Central African Republic,Ca0da,Switzerland,Chile,Chi0,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Cyprus,Czech Republic,Germany,Developing Countries,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific developing,Europe & Central Asia developing,Ecuador,"Egypt, Arab Rep.",Eritrea,Spain,Estonia,Ethiopia,Finland,Fiji,France,"Micronesia, Fed. Sts.",Gabon,United Kingdom,Georgia,Gha0,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Gre0da,Guatemala,Guya0,High Income Countries,"Hong Kong SAR, Chi0",Honduras,Croatia,Haiti,Hungary,High income: OECD,Indonesia,India,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kuwait,Latin America & Caribbean developing,"Lao, PDR",Lebanon,Liberia,Libya,St. Lucia,Low Income,Sri Lanka,Lesotho,Lithuania,Luxembourg,Latvia,Morocco,"Moldova, Rep.",Madagascar,Maldives,Mexico,Middle Income Countries,"Macedonia, FYR",Mali,Malta,Myanmar,Middle East & N. Africa developing,Montenegro,Mongolia,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,0mibia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,New Zealand,High Income: Non-OECD,Oman,Pakistan,Pa0ma,Peru,Philippines,Papua New Guinea,Poland,Portugal,Paraguay,West Bank and Gaza,Qatar,Romania,Russian Federation,Rwanda,South Asia developing,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,San Marino,Serbia,South Sudan,Sub-Saharan Africa developing,Sao Tome and Principe,Suri0me,Slovakia,Slovenia,Sweden,Swaziland,Seychelles,Syrian Arab Republic,Chad,Togo,Thailand,Tajikistan,Turkmenistan,Timor-Leste,Tonga,Trinidad and Tobago,Tunisia,Turkey,"Taiwan, Chi0","Tanzania, United Rep.",Uganda,Ukraine,Uruguay,United States,Uzbekistan,St. Vincent and the Gre0dines,"Venezuela, RB",Viet0m,Vanuatu,World (WBG members),Samoa,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
1997M04,0,210500,149.4375,3.671591,1,0,339.2257,2.7,1.283584,0.873965,0.80625,254.0816,0.873965,0,0,43.09636,1.556394,0.377,0,0,25.88636,0,5.2425,1.060727,2.011,1.443091,35.83818,3.544451,0,1.394818,1.461909,417.555,8.295682,575.5871,0,5.225486,0,1060.54,0,0,227.2144,0.873965,29.91636,0.873965,1204.016,0,0,6.522273,14.095,56.8595,417.5536,20.15183,1,3.390568,0,0.873965,0.873965,6.309923,0.873965,1.415718,0.873965,0,0,0.613613,1.296386,0.187091,1068.684,9.961655,0,0,0.873965,0,6.009186,0,41.36207,7.748045,12.77136,6.1095,16.27244,179.7409,43.43149,2413.136,35.83818,0.873965,3000,0,70.97091,3.385955,0.873965,35.01205,0.708045,125.6286,75.2392,54.69818,17.86134,0,0,0,891.3659,0.303636,83.73037,0,1546.085,0,0,0,320.2721,58.71636,4.440182,0.873965,0.873965,0.873965,9.399409,4.595716,869.8884,0,7.902545,1213.576,0,0,0.873965,0,1506.988,0,466.67,11.2093,144.1213,20.33841,15.27959,2.502909,4.440182,0,21.89,9.182595,0.873965,6.996409,56.90426,1.444635,3.086867,0.385,40.07409,1,2.660705,26.36336,1.387147,3.119227,0.873965,2133.562,1,3.640818,0.691921,5.747,299.3578,37.40516,3.751,0,0,1.4415,3.636364,0,8.76,0,0,0,21270.02,0,0,0.873965,0.873965,7.698045,4.440182,5.007273,0,0,0,26.05841,0,0,0,1.229242,6.144091,1.089591,0.131591,27.597,595.05,1018.987,1.847943,9.116159,1,59.06886,0,0,11647.32,113.5035,397.097,2.469416,124.0379,4.440182,1.282818,0
1997M05,0,203145.4,157.5939,3.672182,1,0,341.0614,2.7,1.290426,0.870623,0.801773,332.5579,0.870623,0,0,43.26,1.556288,0.377,0,0,27,0,5.219091,1.068136,2.011,1.439909,35.8125,3.543243,0,1.379864,1.429955,418.6136,8.292909,574.5549,0,3.170719,0,1074.29,427.8385,0,229.702,0.870623,31.00573,0.870623,1173.052,0,0,6.486682,14.12364,56.40318,419.864,20.36858,1,3.389932,0,0.870623,0.870623,6.422759,0.870623,1.410928,0.870623,0,0,0.612137,1.298977,0.196682,1071.731,9.906045,0,0,0.870623,0,5.985545,0,40.49007,7.742455,12.8625,6.011455,16.56856,181.5109,42.51242,2436,35.8125,0.870623,3000,0,70.34136,3.393864,0.870623,35.15377,0.708909,118.9186,75.46614,54.22636,17.89694,0,0,0,889.825,0.301955,84.73272,0,1540.356,0,0,0,324.1424,58.79955,4.466045,0.870623,0.870623,0.870623,9.4055,4.59108,852.3636,0,7.899364,1182.241,42,0,0.870623,0,1506.702,0,485.004,11.225,145.4902,20.40455,15.28636,2.506364,4.466045,0,21.89,9.24,0.870623,7.068091,56.84932,1.445883,3.08567,0.385,40.26932,1,2.6635,26.364,1.392812,3.174727,0.870623,2151.411,1,3.640591,0.698033,5.769455,291.2429,37.41245,3.750955,0,0,1.436182,3.662638,0,8.753068,0,0,0,20531.34,0,0,0.870623,0.870623,7.676682,4.466045,4.997409,0,0,0,25.74768,0,0,0,1.223952,6.161591,1.0905,0.137682,27.74491,600.1727,1050.955,1.842955,9.257591,1,60.29068,0,0,11653.02,113.0963,387.0244,1.624654,124.09,4.466045,1.283727,0
1997M06,0,202559.2,176.5221,3.671952,1,0,340.7247,2.7,1.32649,0.881514,0.798571,338.3386,0.881514,0,0,43.26,1.680738,0.377,0,0,27,0,5.211905,1.074381,2.011,1.426857,35.81524,3.5558,0,1.384619,1.442,417.1314,8.292143,582.8629,0,3.494552,0,1082.23,434.3141,0,231.7593,0.881514,32.42243,0.881514,1170.504,0,0,6.577143,14.14143,56.17424,419.4398,20.59588,1,3.391476,0,0.881514,0.881514,6.499833,0.881514,1.416535,0.881514,0,0,0.607418,1.3,0.202595,1082.864,10.00967,0,0,0.881514,0,5.940238,0,39.82829,7.744429,13.075,6.088952,16.60664,185.0786,41.81464,2429.905,35.81524,0.881514,3000,0,70.26143,3.441286,0.881514,35.18224,0.708238,114.2652,75.49095,54.50286,17.34869,0,0,0,886.0833,0.301476,85.29771,0,1537.75,0,0,0,327.8645,58.47238,4.499762,0.881514,0.881514,0.881514,9.47619,4.615571,857.1429,11.72,7.94481,1179.627,42,0,0.881514,0,1506.619,0,590.4115,11.22679,146.7205,20.59905,15.25495,2.516667,4.499762,0,21.89,9.316048,0.881514,7.219952,56.89238,1.454632,3.089757,0.385,40.34762,1,2.654762,26.37124,1.391305,3.234714,0.881514,2154.89,1,3.640286,0.69419,5.776905,282.3203,37.41272,3.751,0,0,1.427238,3.668476,0,8.751071,0,0,0,20473.51,0,0,0.881514,0.881514,7.743905,4.499762,4.99781,0,0,0,24.5419,0,0,0,1.237138,6.179524,1.098048,0.14481,27.86143,614.281,1057.914,1.857762,9.390119,1,61.52857,0,0,11661.33,114.1219,385.7658,1.346128,125.5669,4.499762,1.290238,0
1997M07,0,223568.9,170.8264,3.671739,1,0,347.0112,2.7,1.347149,0.912961,0.793478,343.1435,0.912961,0,0,43.41913,1.774783,0.377,0,0,27,0,5.228261,1.080261,2.011,1.449609,35.75261,3.599771,0,1.377304,1.481478,416.4717,8.29113,604.1135,0,3.35193,0,1102.437,443.926,0,234.1117,0.912961,33.66852,0.912961,1266.115,0,0,6.831435,14.09652,56.56902,427.3661,20.65237,1,3.387,0,0.912961,0.912961,6.53377,0.912961,1.43046,0.912961,0,0,0.597968,1.298761,0.212978,1085.146,9.964957,0,0,0.912961,0,5.907696,0,40.01168,7.745435,13.04478,6.300268,16.4413,191.6091,42.00731,2505.087,35.75261,0.912961,3000,0,70.84609,3.537348,0.912961,35.25613,0.707522,115.3074,75.53261,57.20696,17.28493,0,0,0,886.6261,0.303217,86.6417,0,1535.978,0,0,0,332.6498,58.73,4.558261,0.912961,0.912961,0.912961,9.69313,4.570391,953.913,11.72054,7.868217,1276.212,42.09739,0,0.912961,0,1506.652,0,797.6609,11.32596,149.7535,21.11652,15.61611,2.578174,4.558261,0,21.89,9.465435,0.912961,7.450522,56.89022,1.511957,3.101442,0.385,40.42478,1,2.648565,27.88478,1.393123,3.381652,0.912961,2160.152,1,3.640826,0.700696,5.78687,258.0494,37.38447,3.750913,0,0,1.451913,3.675091,0,8.74413,0,0,0,22588.09,0,0,0.912961,0.912961,7.822043,4.558261,5.017,0,0,0,29.92326,0,0,0,1.264443,6.175217,1.133391,0.153913,27.9257,618.4283,1060.165,1.856543,9.51087,1,64.28348,0,0,11671,115.2733,415.0402,1.355507,126.1348,4.558261,1.303891,0
1997M08,0,245283.6,162.7813,3.672,1,0,364.2907,2.7,1.349684,0.937373,0.790619,352.0307,0.937373,0,0,43.995,1.826106,0.377,0,0,27,0,5.228492,1.087762,2.011,1.480095,35.90357,3.701343,0,1.389667,1.512714,414.4619,8.289524,620.3131,0,3.344,0,1131.434,449.1515,0,235.8471,0.937373,34.01205,0.937373,1370.675,0,0,7.009048,14.09429,57.91216,449.0898,20.95563,1,3.386976,0,0.937373,0.937373,6.641905,0.937373,1.443117,0.937373,0,0,0.623252,1.289476,0.21749,1084.679,10.05728,0,0,0.937373,0,5.981187,0,40.50796,7.743714,13.10784,6.443516,16.51741,197.68,42.5298,2724.762,35.90357,0.937373,3000,0,72.16381,3.521905,0.937373,35.29614,0.707952,117.9262,75.54762,67.03,17.26058,0,0,0,892.381,0.305,88.57959,0,1533.464,0,0,0,336.5116,58.93524,4.685048,0.937373,0.937373,0.937373,9.903,4.573921,990.7143,11.72651,7.779857,1381.852,44.38919,0,0.937373,0,1506.736,0,810.9,11.42395,153.7588,21.69357,17.12226,2.758238,4.685048,0,21.89,9.544643,0.937373,7.62019,56.95738,1.556615,3.112876,0.385,40.44643,1,2.652738,29.35238,1.40611,3.479476,0.937373,2171.175,1,3.640429,0.729127,5.810762,282.7451,37.54899,3.751,0,0,1.497714,3.668775,0,8.753571,0,0,0,24773.67,0,0,0.937373,0.937373,7.986857,4.685048,5.101429,0,0,0,32.22238,0,0,0,1.273621,6.186905,1.155952,0.164429,28.63052,615.5667,1079.848,1.855794,9.610556,1,74.98714,0,0,11684.36,115.9524,447.2702,0.56212,124.3454,4.685048,1.303571,0
1997M09,0,257140.9,149.6551,3.673,1,0,386.3963,2.689091,1.381717,0.911113,0.787386,350.398,0.911113,0,0,44.16,1.770273,0.377,0,0,27.72727,0,5.284848,1.093273,2.011,1.514727,36.4525,3.711321,0,1.386727,1.470591,414.7159,8.287227,601.242,0,3.344,0,1222.63,448.1914,0,237.7982,0.911113,33.55168,0.911113,1435.449,0,0,6.804636,14.15439,58.65806,476.811,20.93165,1,3.393341,0,0.911113,0.911113,6.679248,0.911113,1.465657,0.911113,0,0,0.624078,1.29725,0.220285,1095.011,10.20758,0,0,0.911113,0,6.087261,0,41.20845,7.743955,13.12495,6.267727,16.66694,196.0236,43.26825,3004.909,36.4525,0.911113,3000,0,71.57545,3.504864,0.911113,35.63955,0.707682,120.8909,75.55,63.96182,17.48004,0,0,0,906.6455,0.304545,94.61667,0,1534.884,0,0,0,339.7054,59.60682,4.688227,0.911113,0.911113,0.911113,9.745273,4.591667,990.2424,11.73387,7.777409,1447.286,47.59966,0,0.911113,0,1506.868,0,788.9186,11.38511,155.4026,21.77636,17.11916,3.023364,4.688227,0,21.89,9.659205,0.911113,7.304864,56.95453,1.572931,3.111332,0.385,40.45023,1,2.64625,32.53659,1.435611,3.462409,0.911113,2187.424,1,3.640773,0.747454,5.845955,305.7852,38.02682,3.751,0,0,1.516455,3.664862,0,8.76,0,0,0,25966.05,0,0,0.911113,0.911113,7.694955,4.688227,5.069409,0,0,0,35.14659,0,0,0,1.285471,6.171818,1.145091,0.171045,28.60477,613.6909,1104.949,1.860515,9.724545,1,74.78409,0,0,11702.65,117.8311,467.5227,0.384943,123.4758,4.688227,1.302273,0
1997M10,0,257321.6,144.6181,3.673,1,0,431.8772,2.68,1.389176,0.895516,0.783826,346.8424,0.895516,0,0,44.25913,1.727323,0.377,0,0,28.23913,0,5.30987,1.099652,2.011,1.546913,36.19109,3.693194,0,1.386565,1.451609,414.563,8.28387,589.2054,0,3.381261,0,1262.63,447.1866,0,239.8002,0.895516,32.90243,0.895516,1460.486,0,0,6.686609,14.29411,58.84316,534.1075,21.01927,1,3.393957,0,0.895516,0.895516,6.670911,0.895516,1.465334,0.895516,0,0,0.612339,1.299565,0.221573,1105.488,10.13335,0,0,0.895516,0,6.108816,0,41.57875,7.736391,13.22332,6.121765,17.03622,195.6139,43.65866,3574.174,36.19109,0.895516,3000,0,71.27348,3.513174,0.895516,35.84039,0.708,121.1474,75.55,62.93261,17.23054,0,0,0,921.1696,0.30513,97.3006,0,1536.411,0,0,0,343.7585,59.67478,4.711087,0.895516,0.895516,0.895516,9.609087,4.626326,1006.886,11.74158,7.880435,1472.549,50.95946,0,0.895516,0,1506.953,0,791.0109,11.4472,162.5114,21.68848,17.41904,3.286043,4.711087,0,21.89,9.742536,0.895516,7.075,58.00354,1.573465,3.109421,0.385,42.48652,1,2.657891,34.47043,1.447449,3.424478,0.895516,2193.831,1,3.640522,0.758474,5.874348,314.8075,38.00701,3.751087,0,0,1.558565,3.667761,0,8.754396,0,0,0,25984.78,0,0,0.895516,0.895516,7.572435,4.711087,5.049217,0,0,0,37.30261,0,0,0,1.277253,6.177391,1.133304,0.178913,29.32743,612.2065,1131.507,1.871196,9.649179,1,76.44935,0,0,11821.15,117.8433,475.4234,0.381298,123.8651,4.711087,1.303826,0
1997M11,0,257451.7,148.9479,3.673,1,0,427.73,2.699,1.44109,0.883041,0.781275,370.5536,0.883041,0,0,44.708,1.733625,0.377,0,0,29.6,0,5.3329,1.10705,2.011,1.54185,37.2425,3.755963,0,1.4127,1.4065,425.764,8.2809,579.3288,0,3.565313,0,1294.226,446.2265,0,241.7353,0.883041,33.1152,0.883041,1459.435,0,0,6.59515,14.40217,59.01796,528.6138,21.21629,1,3.3945,0,0.883041,0.883041,6.672716,0.883041,1.49429,0.883041,0,0,0.592013,1.306625,0.222768,1115.498,10.14594,0,0,0.883041,0,6.131078,0,44.78568,7.7311,13.18269,6.030039,17.10658,196.1405,47.03901,3453.1,37.2425,0.883041,3000,0,70.985,3.52645,0.883041,35.9342,0.70765,125.4085,75.55,64.231,17.143,0,0,0,1028.81,0.3034,99.55452,0,1532.449,0,0,0,344.2269,60.101,4.83605,0.883041,0.883041,0.883041,9.45395,4.66695,993.8639,11.74894,8.26615,1471.482,53.10159,0,0.883041,0,1506.823,0,798.2221,11.4475,164.9512,21.775,17.66335,3.38085,4.83605,0,21.89,9.824583,0.883041,7.06325,58.10689,1.60404,3.108567,0.385,44.0155,1,2.720525,34.47275,1.576857,3.49535,0.883041,2211.144,1,3.6406,0.771865,5.901,323.3762,39.03982,3.751,0,0,1.5825,3.713997,0,8.759944,0,0,0,25997.8,0,0,0.883041,0.883041,7.5685,4.83605,5.02295,0,0,0,39.0185,0,0,0,1.310054,6.18,1.11055,0.1882,31.4311,609.7295,1136.492,1.8792,9.661761,1,77.9535,0,0,12236.31,119.7375,477.4392,0.376681,124.0891,4.83605,1.31435,0
1997M12,0,257581.8,153.2778,3.673,1,0,537.858,2.7,1.51117,0.906887,0.778652,400.4024,0.906887,0,0,45.07935,1.767903,0.377,0,0,30.43478,0,5.348261,1.113261,2.011,1.642174,39.19022,3.795412,0,1.427391,1.439391,438.4391,8.279652,595.1696,0,3.767791,0,1296.004,445.2664,0,243.6847,0.906887,34.64996,0.906887,1517.199,0,0,6.776913,14.47143,59.19275,666.9103,21.3917,1,3.398152,0,0.906887,0.906887,6.6895,0.906887,1.536955,0.906887,0,0,0.601915,1.317353,0.223029,1125.509,10.1455,0,0,0.906887,0,6.224522,0,56.68251,7.745652,13.18061,6.139649,16.83725,201.4848,59.57799,4864,39.19022,0.906887,3000,0,71.58304,3.527087,0.906887,36.05726,0.708,129.6583,75.55,63.00087,17.41958,0,0,0,1492.383,0.304913,99.71037,0,1530.304,0,0,0,346.2247,61.41848,4.869174,0.906887,0.906887,0.906887,9.640304,4.671902,997.7391,11.7563,8.132696,1529.844,53.33049,0,0.906887,0,1506.789,0,790.6699,11.43239,164.0779,22.07304,18.85348,3.777565,4.869174,0,21.89,9.898696,0.906887,7.264783,57.36374,1.692829,3.126697,0.385,44.00087,1,2.719326,38.02891,1.702877,3.52013,0.906887,2222.261,1,3.640261,0.789441,5.938783,331.9449,40.68497,3.751,0,0,1.650565,3.747509,0,8.76,0,0,0,26011.8,0,0,0.906887,0.906887,7.793043,4.869174,5.101217,0,0,0,44.31522,0,0,0,1.348294,6.18,1.130652,0.200478,32.27878,616.6439,1134.413,1.894963,9.959652,1,79.34446,0,0,12284.77,123.2702,503.7108,0.369591,124.09,4.869174,1.347913,0
1998M01,0,257717.9,156.4085,3.673,1,0,901.3184,2.7,1.52186,0.926969,0.778273,379.9772,0.926969,0,0,45.16818,1.812548,0.377,0,0,31.13636,0,5.379659,1.119273,2.011,1.742818,39.28591,3.835587,0,1.440545,1.475318,453.6773,8.279227,607.6466,0,3.979687,0,1321.44,446.3765,0,245.3885,0.926969,35.36536,0.926969,1706.815,0,0,6.922773,14.54375,59.15921,1124.727,21.62354,1,3.397295,0,0.926969,0.926969,6.706911,0.926969,1.7423,0.926969,0,0,0.611663,1.319767,0.227124,1134.218,10.29007,0,0,0.926969,0,6.235273,0,61.29304,7.742955,13.20834,6.296754,16.95648,205.8336,64.43686,9564.409,39.28591,0.926969,3000,0,72.59386,3.564545,0.926969,36.29055,0.708273,129.4836,76.02955,61.29091,17.60413,0,0,0,1678.845,0.305682,101.8087,0,1530.191,0,0,0,348.7483,61.87909,4.939364,0.926969,0.926969,0.926969,9.787955,4.676534,1002.898,11.76401,8.199864,1721.464,53.54811,0,0.926969,0,1506.794,0,791.8739,11.53627,167.8553,22.36,21.39205,4.380545,4.939364,0,21.89,9.965004,0.926969,7.499364,58.13807,1.72574,3.143407,0.385,44.00045,1,2.742136,42.49545,1.748598,3.513091,0.926969,2311.278,1,3.640636,0.834841,5.991136,340.9122,40.78734,3.751318,0,0,1.743864,3.773585,0,8.758551,0,0,0,26026.43,0,0,0.926969,0.926969,8.023,4.939364,5.186591,0,0,0,52.48864,0,0,0,1.368056,6.18,1.154409,0.212955,33.61168,621.0964,1144.125,1.915516,10.05989,1,80.6783,0,0,12291.25,124.2707,564.8618,0.36424,124.09,4.939364,1.441818,0
1998M02,0,257845,156.875,3.673,1,0,864.6334,2.704,1.48457,0.926212,0.777375,333.5481,0.926212,0,0,45.86,1.8095,0.377,0,0,32.06,0,5.40525,1.12685,2.011,1.66655,38.919,3.831451,0,1.4336,1.4619,448.35,8.2793,607.4063,0,4.164271,0,1345.431,455.9451,0,246.9903,0.926212,34.42755,0.926212,1688.987,0,0,6.90605,14.64163,58.89383,1078.579,21.82911,1,3.40235,0,0.926212,0.926212,6.726,0.926212,1.910129,0.926212,0,0,0.609528,1.328445,0.2296,1146.955,10.54445,0,0,0.926212,0,6.2413,0,59.32731,7.74145,13.20257,6.39153,17.21659,207.7945,62.36523,9049,38.919,0.926212,3000,0,72.1725,3.59215,0.926212,36.1757,0.71015,125.752,76.4,60.475,17.81388,0,0,0,1618.38,0.3053,104.3516,0,1529.435,0,0,0,352.3613,61.775,4.9331,0.926212,0.926212,0.926212,9.79825,4.706625,1015.313,11.76964,8.4986,1703.407,53.75123,0,0.926212,0,1506.727,0,805.7799,11.6067,171.8,22.749,22.15193,3.82665,4.9331,0,21.89,10.10847,0.926212,7.5526,60.87063,1.717318,3.136668,0.385,44,1,2.795575,40.14125,1.793276,3.5384,0.926212,2506.469,1,3.6409,0.824625,6.0483,348.7237,40.54502,3.75115,0,0,1.6522,3.86572,0,8.754719,0,0,0,26039.98,0,0,0.926212,0.926212,8.07045,4.9331,5.1643,0,0,0,46.055,0,0,0,1.343705,6.18,1.15735,0.22465,32.7288,632.275,1151.025,1.9556,10.11025,1,82.0795,0,0,12581.58,123.0743,557.996,0.362447,124.1314,4.9331,1.53365,0
1998M03,0,257972,157.75,3.673,1,0,909.673,2.69,1.493556,0.932979,0.77475,325.6482,0.932979,0,0,45.90386,1.815273,0.377,0,0,33.17273,0,5.439091,1.133273,2.011,1.617273,39.50955,3.854321,0,1.416227,1.490091,452.3591,8.279227,612.0398,0,4.167,0,1356.944,458.9886,0,248.9945,0.932979,34.02623,0.932979,1713.181,0,0,6.964545,14.67545,59.10791,1135.187,21.99793,1,3.403477,0,0.932979,0.932979,6.774955,0.932979,1.917297,0.932979,0,0,0.601625,1.333982,0.230409,1184.595,10.59018,0,0,0.932979,0,6.236682,0,56.6095,7.745727,13.24818,6.442591,17.34891,210.4959,59.50048,9572.545,39.50955,0.932979,3000,0,72.32227,3.582864,0.932979,36.11886,0.708909,128.9909,76.44091,60.12455,17.88863,0,0,0,1488.541,0.305136,105.311,0,1527.893,0,0,0,356.3849,61.67409,4.974136,0.932979,0.932979,0.932979,9.822636,4.714977,1008.364,11.77,8.560409,1727.819,53.95434,0,0.932979,0,1506.765,0,809.6618,11.59345,173.822,23.08955,24.40507,3.733091,4.974136,0,21.89,10.2055,0.932979,7.583636,61.05,1.74948,3.136889,0.385,44.00909,1,2.805,38.77864,1.865991,3.459864,0.932979,2544.545,1,3.647818,0.820136,6.088318,347.3769,41.03029,3.751,0,0,1.6175,3.817483,0,8.754773,0,0,0,26053.79,0,0,0.932979,0.932979,7.966545,4.974136,5.144091,0,0,0,41.2825,0,0,0,1.359159,6.18,1.166091,0.236727,32.39123,649.7173,1149.614,2.0335,10.20909,1,83.60318,0,0,12978.36,123.2811,563.3904,0.360816,126.091,4.974136,1.642727,0
1998M04,0,258105.1,157.75,3.673,1,0,797.3041,2.7,1.53252,0.925571,0.772705,342.1645,0.925571,0,0,45.88955,1.809045,0.377,0,0,34.27273,0,5.479091,1.1405,2.011,1.603636,39.64068,3.895916,0,1.429591,1.505273,453.6273,8.279182,607.7193,0,4.129045,0,1359.793,455.8518,0,250.7382,0.925571,33.76182,0.925571,1655.716,0,0,6.913,14.74182,58.97336,993.6028,22.15203,1,3.402136,0,0.925571,0.925571,6.832091,0.925571,1.949347,0.925571,0,0,0.59792,1.335,0.231136,1208.741,10.49677,0,0,0.925571,0,6.291091,0,54.54547,7.749091,13.30955,6.473591,17.34927,211.545,57.32489,8117.045,39.64068,0.925571,3000,0,71.76318,3.698955,0.925571,36.28536,0.708636,131.8018,76.5,59.56455,18.25393,0,0,0,1388.705,0.3055,106.0863,0,1527.293,0,0,0,359.947,62.40909,5.045182,0.925571,0.925571,0.925571,9.778136,4.717568,1016.191,11.77,8.492545,1669.702,54.16713,0,0.925571,0,1506.808,0,806.69,11.57005,175.6807,23.69,25.23341,3.731318,5.045182,0,21.89,10.307,0.925571,7.526864,61.05,1.806626,3.136623,0.385,44.13455,1,2.815364,38.36,1.993399,3.419682,0.925571,2673.182,1,3.641,0.838364,6.123591,348.272,41.16838,3.750773,0,0,1.599864,3.980966,0,8.756136,0,0,0,26067.8,0,0,0.925571,0.925571,7.816273,5.045182,5.14175,0,0,0,39.56273,0,0,0,1.394467,6.18,1.161705,0.246864,32.92691,647.4886,1168.795,2.040182,10.27727,1,85.19932,0,0,12984.09,125.3133,544.3723,0.355836,129.127,5.045182,1.735045,0
1998M05,0,258235.2,157.75,3.673,1,0,966.139,2.718095,1.584997,0.90619,0.771714,334.0224,0.90619,0,0,45.87381,1.77069,0.377,0,0,35.21429,0,5.496905,1.147667,2.011,1.629857,40.37143,3.921064,0,1.44519,1.478667,453.3595,8.279143,594.6762,0,3.811381,0,1386.307,446.9221,0,252.8595,0.90619,32.54033,0.90619,1744.321,0,0,6.763619,14.98143,58.24921,1206.113,22.28251,1,3.409238,0,0.90619,0.90619,6.929238,0.90619,1.988452,0.90619,0,0,0.610757,1.340524,0.231881,1223.461,10.50336,0,0,0.90619,0,6.283381,0,55.05034,7.74881,13.31,6.408238,17.02186,210.4076,57.85692,10301.9,40.37143,0.90619,3000,0,71.24476,3.661524,0.90619,36.27333,0.708286,135.0343,76.57143,62.31,19.15419,0,0,0,1393.338,0.305571,108.0524,0,1514.127,0,0,0,365.8989,63.98238,5.096667,0.90619,0.90619,0.90619,9.662333,4.727786,1021.333,11.77,8.584429,1759.194,54.37508,0,0.90619,0,1506.243,0,807.0707,11.60438,176.5226,23.77238,25.45969,3.803238,5.096667,0,21.89,10.40331,0.90619,7.450952,61.38929,1.857203,3.13897,0.384857,44.0881,1,2.838095,39.17619,2.048234,3.41781,0.90619,2715.357,1,3.640714,0.845952,6.146762,350.472,41.80829,3.750905,0,0,1.63519,4.535392,0,8.756071,0,0,0,26081.98,0,0,0.90619,0.90619,7.702095,5.096667,5.135262,0,0,0,39.10405,0,0,0,1.437567,6.18,1.143238,0.252857,33.38624,648.6457,1214.452,2.049262,10.33869,1,86.74762,0,0,12982.62,127.6894,571.7456,0.341148,130.9703,5.096667,1.766762,0
1998M06,0,258365.3,157.75,3.673,1,0,1238.41,2.7,1.656357,0.91531,0.772,336.5409,0.91531,0,0,45.87318,1.784,0.377,0,0,36.5,0,5.514091,1.154318,2.011,1.674136,42.22273,4.065399,0,1.465,1.495318,457.2523,8.279955,600.9818,0,4.009545,0,1384.773,450.1055,0,255.215,0.91531,33.243,0.91531,1886.154,0,0,6.830909,14.96636,58.48855,1548.676,22.4844,1,3.406795,0,0.91531,0.91531,6.936864,0.91531,2.041222,0.91531,0,0,0.60556,1.347818,0.232409,1229.302,10.52355,0,0,0.91531,0,6.278364,0,55.82433,7.746955,13.31,6.506091,16.94905,215.8286,58.67218,13821.36,42.22273,0.91531,3000,0,71.23682,3.658318,0.91531,36.30977,0.708409,140.4436,76.72273,60.475,19.50895,0,0,0,1395.045,0.306545,108.1889,0,1511.757,0,0,0,368.1168,64.76909,5.3915,0.91531,0.91531,0.91531,9.709409,4.738136,1060.545,11.77,8.906091,1902.523,54.58303,0,0.91531,0,1506.196,0,808.4082,11.69659,177.8445,24.02227,25.87809,4.002636,5.3915,0,21.89,10.52464,0.91531,7.578182,61.47727,1.954957,3.1497,0.385,44.53045,1,2.901955,40.46773,2.098704,3.478409,0.91531,2744.773,1,3.640273,0.856136,6.179045,307.158,43.38507,3.751045,0,0,1.696364,4.784689,0,8.755909,0,0,0,26095.84,0,0,0.91531,0.91531,7.917182,5.3915,5.184818,0,0,0,42.32591,0,0,0,1.462948,6.18,1.150045,0.261636,34.30314,647.5045,1230.136,2.058773,10.41864,1,89.46818,0,0,12984.55,130.7489,615.5383,0.335227,130.99,5.3915,1.730682,0
